FIR_ID,Year,Date,Time,Time_of_Day,Day_of_Week,Month,Police_Station,Street,Latitude,Longitude,Location_Type,Hotspot_Flag,Crime_Type,Crime_Category,Victim_Age,Victim_Gender,Victim_Occupation,Weapon_Used,Festival_Day,Festival_Name,Holiday,Holiday_Name,Arrest_Made,Case_Status,Case_Success,Case_Filed_Date,Case_Closed_Date,Investigation_Days
2021_FIR0976,2021,2021-08-15,23:00,Night,Sunday,8,Chandni Chowk PS,Chandni Chowk Lane 4,28.6562,77.23,Residential,0,Snatching,Property,32,Male,Shopkeeper,Yes,No,None,Yes,Independence Day,No,Under Investigation,0,2021-08-17,,
2021_FIR0977,2021,2021-10-06,21:00,Night,Wednesday,10,Chandni Chowk PS,Saket Mall Road,28.5245,77.2066,Metro Station,1,Snatching,Property,24,Male,Private Employee,Yes,No,None,No,None,No,Under Investigation,0,2021-10-06,,
2021_FIR0978,2021,2021-02-23,13:00,Afternoon,Tuesday,2,Rohini PS,Rohini Sector 7 Street,28.7324,77.1194,Residential,1,Robbery,Property,80,Female,Retired,Yes,No,None,No,None,No,Open,0,2021-02-24,,
2021_FIR0979,2021,2021-03-27,13:00,Afternoon,Saturday,3,Connaught Place PS,Karol Bagh Main Road,28.6519,77.1909,Market,0,Robbery,Property,66,Male,Retired,Yes,No,None,No,None,No,Open,0,2021-03-27,,
2021_FIR0980,2021,2021-01-10,7:00,Morning,Sunday,1,Rohini PS,Karol Bagh Main Road,28.6519,77.1909,Metro Station,1,Cybercrime,Cyber,13,Female,Student,Yes,No,None,No,None,No,Under Investigation,0,2021-01-10,,
2021_FIR0981,2021,2021-07-27,8:00,Morning,Tuesday,7,Connaught Place PS,Connaught Place Inner Circle,28.6315,77.2167,Residential,0,Robbery,Property,14,Female,Student,No,No,None,No,None,No,Open,0,2021-07-27,,
2021_FIR0982,2021,2021-03-04,19:00,Dusk,Thursday,3,Connaught Place PS,Rohini Sector 7 Street,28.7324,77.1194,Metro Station,1,Assault,Violent,28,Female,Private Employee,Yes,No,None,No,None,No,Under Investigation,0,2021-03-05,,
2021_FIR0983,2021,2021-05-12,10:00,Morning,Wednesday,5,Saket PS,Lajpat Nagar Central Market,28.5677,77.2435,Road,0,Assault,Violent,38,Male,Shopkeeper,No,No,None,No,None,Yes,Closed,1,2021-05-14,2021-05-29,15
2021_FIR0984,2021,2021-07-20,14:00,Afternoon,Tuesday,7,Karol Bagh PS,Lajpat Nagar Central Market,28.5677,77.2435,Residential,1,Assault,Violent,25,Female,Daily Wage Worker,Yes,No,None,No,None,Yes,Closed,1,2021-07-20,2021-10-14,86
2021_FIR0985,2021,2021-02-17,6:00,Morning,Wednesday,2,Chandni Chowk PS,Connaught Place Inner Circle,28.6315,77.2167,Metro Station,0,Snatching,Property,57,Male,Driver,Yes,No,None,No,None,No,Open,0,2021-02-18,,
2021_FIR0986,2021,2021-05-05,1:00,Midnight,Wednesday,5,Connaught Place PS,Connaught Place Inner Circle,28.6315,77.2167,Road,1,Kidnapping,Violent,24,Female,IT Professional,No,No,None,No,None,Yes,Closed,1,2021-05-06,2021-07-07,62
2021_FIR0987,2021,2021-02-22,22:00,Night,Monday,2,Connaught Place PS,Karol Bagh Main Road,28.6519,77.1909,Metro Station,1,Snatching,Property,12,Male,Student,Yes,No,None,No,None,Yes,Closed,1,2021-02-23,2021-05-04,70
2021_FIR0988,2021,2021-10-03,20:00,Dusk,Sunday,10,Connaught Place PS,Chandni Chowk Lane 4,28.6562,77.23,Residential,0,Snatching,Property,59,Female,Shopkeeper,No,No,None,No,None,No,Under Investigation,0,2021-10-05,,
2021_FIR0989,2021,2021-11-25,23:00,Night,Thursday,11,Dwarka PS,Chandni Chowk Lane 4,28.6562,77.23,Road,0,Kidnapping,Violent,55,Female,Shopkeeper,No,No,None,No,None,Yes,Closed,1,2021-11-25,2022-02-13,80
2021_FIR0990,2021,2021-07-04,2:00,Midnight,Sunday,7,Connaught Place PS,Chandni Chowk Lane 4,28.6562,77.23,Residential,0,Burglary,Property,22,Female,Student,Yes,No,None,No,None,Yes,Closed,1,2021-07-04,2021-07-28,24
2021_FIR0991,2021,2021-07-13,23:00,Night,Tuesday,7,Lajpat Nagar PS,Dwarka Sector 12 Road,28.5921,77.046,Road,1,Kidnapping,Violent,76,Female,Retired,Yes,No,None,No,None,Yes,Closed,1,2021-07-13,2021-08-16,34
2021_FIR0992,2021,2021-11-27,12:00,Afternoon,Saturday,11,Chandni Chowk PS,Rohini Sector 7 Street,28.7324,77.1194,Residential,0,Assault,Violent,33,Male,Government Employee,Yes,No,None,No,None,Yes,Closed,1,2021-11-27,2021-12-20,23
2021_FIR0993,2021,2021-09-22,6:00,Morning,Wednesday,9,Saket PS,Chandni Chowk Lane 4,28.6562,77.23,Metro Station,0,Cybercrime,Cyber,73,Female,Retired,Yes,No,None,No,None,No,Under Investigation,0,2021-09-22,,
2021_FIR0994,2021,2021-08-30,11:00,Morning,Monday,8,Lajpat Nagar PS,Saket Mall Road,28.5245,77.2066,Road,1,Burglary,Property,33,Female,Daily Wage Worker,Yes,No,None,No,None,No,Open,0,2021-09-01,,
2021_FIR0995,2021,2021-09-16,3:00,Midnight,Thursday,9,Rohini PS,Saket Mall Road,28.5245,77.2066,Road,0,Assault,Violent,14,Female,Student,No,No,None,No,None,No,Open,0,2021-09-16,,
2021_FIR0996,2021,2021-02-26,17:00,Evening,Friday,2,Connaught Place PS,Chandni Chowk Lane 4,28.6562,77.23,Market,0,Theft,Property,53,Male,Business Owner,Yes,No,None,No,None,No,Open,0,2021-02-27,,
2021_FIR0997,2021,2021-10-13,13:00,Afternoon,Wednesday,10,Dwarka PS,Karol Bagh Main Road,28.6519,77.1909,Residential,0,Robbery,Property,50,Male,Shopkeeper,Yes,No,None,No,None,No,Under Investigation,0,2021-10-13,,
2021_FIR0998,2021,2021-04-27,13:00,Afternoon,Tuesday,4,Connaught Place PS,Saket Mall Road,28.5245,77.2066,Metro Station,0,Assault,Violent,35,Female,IT Professional,Yes,No,None,No,None,Yes,Closed,1,2021-04-29,2021-07-05,67
2021_FIR0999,2021,2021-03-01,8:00,Morning,Monday,3,Dwarka PS,Dwarka Sector 12 Road,28.5921,77.046,Road,0,Snatching,Property,40,Female,Driver,No,No,None,No,None,No,Open,0,2021-03-03,,
2021_FIR1000,2021,2021-11-27,10:00,Morning,Saturday,11,Saket PS,Lajpat Nagar Central Market,28.5677,77.2435,Market,1,Cybercrime,Cyber,15,Male,Student,Yes,No,None,No,None,No,Under Investigation,0,2021-11-28,,
2021_FIR1001,2021,2021-03-22,8:00,Morning,Monday,3,Rohini PS,Connaught Place Inner Circle,28.6315,77.2167,Road,0,Robbery,Property,34,Male,Driver,Yes,No,None,No,None,No,Under Investigation,0,2021-03-24,,
2021_FIR1002,2021,2021-03-03,0:00,Midnight,Wednesday,3,Karol Bagh PS,Saket Mall Road,28.5245,77.2066,Road,1,Burglary,Property,59,Male,Private Employee,Yes,No,None,No,None,No,Open,0,2021-03-05,,
2021_FIR1003,2021,2021-07-11,8:00,Morning,Sunday,7,Connaught Place PS,Connaught Place Inner Circle,28.6315,77.2167,Market,1,Theft,Property,73,Female,Retired,Yes,No,None,No,None,No,Under Investigation,0,2021-07-11,,
2021_FIR1004,2021,2021-12-08,0:00,Midnight,Wednesday,12,Karol Bagh PS,Saket Mall Road,28.5245,77.2066,Road,1,Assault,Violent,13,Male,Student,No,No,None,No,None,Yes,Closed,1,2021-12-10,2022-01-11,32
2021_FIR1005,2021,2021-03-24,9:00,Morning,Wednesday,3,Saket PS,Saket Mall Road,28.5245,77.2066,Road,1,Robbery,Property,36,Female,Daily Wage Worker,Yes,No,None,No,None,No,Under Investigation,0,2021-03-24,,
2021_FIR1006,2021,2021-12-20,11:00,Morning,Monday,12,Connaught Place PS,Saket Mall Road,28.5245,77.2066,Metro Station,1,Snatching,Property,71,Female,Retired,Yes,No,None,No,None,Yes,Closed,1,2021-12-20,2022-01-06,17
2021_FIR1007,2021,2021-04-07,16:00,Evening,Wednesday,4,Karol Bagh PS,Rohini Sector 7 Street,28.7324,77.1194,Residential,1,Snatching,Property,13,Female,Student,Yes,No,None,No,None,No,Open,0,2021-04-07,,
2021_FIR1008,2021,2021-11-22,9:00,Morning,Monday,11,Chandni Chowk PS,Lajpat Nagar Central Market,28.5677,77.2435,Metro Station,1,Assault,Violent,13,Male,Student,Yes,No,None,No,None,Yes,Closed,1,2021-11-24,2022-02-10,78
2021_FIR1009,2021,2021-12-01,3:00,Midnight,Wednesday,12,Lajpat Nagar PS,Rohini Sector 7 Street,28.7324,77.1194,Market,0,Cybercrime,Cyber,76,Female,Retired,No,No,None,No,None,No,Open,0,2021-12-02,,
2021_FIR1010,2021,2021-04-19,0:00,Midnight,Monday,4,Rohini PS,Connaught Place Inner Circle,28.6315,77.2167,Road,0,Kidnapping,Violent,10,Male,Student,No,No,None,No,None,Yes,Closed,1,2021-04-21,2021-06-08,48
2021_FIR1011,2021,2021-03-17,2:00,Midnight,Wednesday,3,Rohini PS,Chandni Chowk Lane 4,28.6562,77.23,Residential,0,Kidnapping,Violent,6,Female,Student,No,No,None,No,None,Yes,Closed,1,2021-03-17,2021-05-09,53
2021_FIR1012,2021,2021-04-25,12:00,Afternoon,Sunday,4,Dwarka PS,Lajpat Nagar Central Market,28.5677,77.2435,Residential,1,Theft,Property,48,Male,Government Employee,Yes,No,None,No,None,Yes,Closed,1,2021-04-26,2021-05-20,24
2021_FIR1013,2021,2021-09-20,12:00,Afternoon,Monday,9,Rohini PS,Lajpat Nagar Central Market,28.5677,77.2435,Road,0,Theft,Property,63,Female,Retired,Yes,No,None,No,None,Yes,Closed,1,2021-09-21,2021-10-09,18
2021_FIR1014,2021,2021-01-01,23:00,Night,Friday,1,Dwarka PS,Dwarka Sector 12 Road,28.5921,77.046,Residential,0,Kidnapping,Violent,64,Female,Retired,Yes,No,None,No,None,Yes,Closed,1,2021-01-03,2021-03-06,62
2021_FIR1015,2021,2021-04-17,12:00,Afternoon,Saturday,4,Karol Bagh PS,Connaught Place Inner Circle,28.6315,77.2167,Residential,0,Kidnapping,Violent,19,Female,Unemployed,No,No,None,No,None,No,Open,0,2021-04-19,,
2021_FIR1016,2021,2021-01-11,6:00,Morning,Monday,1,Dwarka PS,Rohini Sector 7 Street,28.7324,77.1194,Road,0,Theft,Property,49,Male,Business Owner,Yes,No,None,No,None,No,Under Investigation,0,2021-01-12,,
2021_FIR1017,2021,2021-04-10,21:00,Night,Saturday,4,Rohini PS,Rohini Sector 7 Street,28.7324,77.1194,Market,1,Assault,Violent,69,Female,Retired,No,No,None,No,None,Yes,Closed,1,2021-04-12,2021-06-11,60
2021_FIR1018,2021,2021-12-01,4:00,Midnight,Wednesday,12,Karol Bagh PS,Saket Mall Road,28.5245,77.2066,Residential,1,Assault,Violent,32,Male,Government Employee,No,No,None,No,None,Yes,Closed,1,2021-12-03,2022-02-26,85
2021_FIR1019,2021,2021-07-09,13:00,Afternoon,Friday,7,Rohini PS,Rohini Sector 7 Street,28.7324,77.1194,Metro Station,0,Burglary,Property,80,Male,Retired,Yes,No,None,No,None,Yes,Closed,1,2021-07-11,2021-08-13,33
2021_FIR1020,2021,2021-07-07,20:00,Dusk,Wednesday,7,Karol Bagh PS,Lajpat Nagar Central Market,28.5677,77.2435,Market,0,Kidnapping,Violent,21,Male,Unemployed,No,No,None,No,None,No,Open,0,2021-07-08,,
2021_FIR1021,2021,2021-04-15,22:00,Night,Thursday,4,Lajpat Nagar PS,Chandni Chowk Lane 4,28.6562,77.23,Road,0,Kidnapping,Violent,80,Male,Retired,No,No,None,No,None,No,Under Investigation,0,2021-04-17,,
2021_FIR1022,2021,2021-06-18,4:00,Midnight,Friday,6,Chandni Chowk PS,Dwarka Sector 12 Road,28.5921,77.046,Market,0,Robbery,Property,23,Female,Private Employee,No,No,None,No,None,Yes,Closed,1,2021-06-18,2021-06-25,7
2021_FIR1023,2021,2021-03-07,19:00,Dusk,Sunday,3,Saket PS,Saket Mall Road,28.5245,77.2066,Market,0,Assault,Violent,15,Male,Student,No,No,None,No,None,Yes,Closed,1,2021-03-07,2021-03-13,6
2021_FIR1024,2021,2021-04-02,2:00,Midnight,Friday,4,Chandni Chowk PS,Lajpat Nagar Central Market,28.5677,77.2435,Metro Station,0,Burglary,Property,53,Male,Driver,No,No,None,No,None,Yes,Closed,1,2021-04-03,2021-06-20,78
2021_FIR1025,2021,2021-02-03,23:00,Night,Wednesday,2,Saket PS,Chandni Chowk Lane 4,28.6562,77.23,Market,1,Burglary,Property,58,Male,Business Owner,Yes,No,None,No,None,No,Under Investigation,0,2021-02-04,,
2021_FIR1026,2021,2021-11-09,16:00,Evening,Tuesday,11,Karol Bagh PS,Saket Mall Road,28.5245,77.2066,Road,0,Snatching,Property,64,Female,Retired,No,No,None,No,None,Yes,Closed,1,2021-11-10,2022-01-14,65
2021_FIR1027,2021,2021-11-14,13:00,Afternoon,Sunday,11,Lajpat Nagar PS,Rohini Sector 7 Street,28.7324,77.1194,Market,1,Cybercrime,Cyber,12,Female,Student,No,No,None,No,None,Yes,Closed,1,2021-11-16,2021-12-14,28
2021_FIR1028,2021,2021-10-16,16:00,Evening,Saturday,10,Karol Bagh PS,Saket Mall Road,28.5245,77.2066,Market,1,Burglary,Property,23,Male,Driver,No,No,None,No,None,No,Open,0,2021-10-16,,
2021_FIR1029,2021,2021-11-06,15:00,Afternoon,Saturday,11,Rohini PS,Saket Mall Road,28.5245,77.2066,Metro Station,0,Burglary,Property,70,Female,Retired,No,No,None,No,None,No,Open,0,2021-11-07,,
2021_FIR1030,2021,2021-07-03,14:00,Afternoon,Saturday,7,Saket PS,Lajpat Nagar Central Market,28.5677,77.2435,Metro Station,0,Kidnapping,Violent,72,Female,Retired,Yes,No,None,No,None,No,Under Investigation,0,2021-07-05,,
2021_FIR1031,2021,2021-11-14,16:00,Evening,Sunday,11,Rohini PS,Lajpat Nagar Central Market,28.5677,77.2435,Market,0,Robbery,Property,80,Female,Retired,No,No,None,No,None,Yes,Closed,1,2021-11-14,2022-01-02,49
2021_FIR1032,2021,2021-02-05,0:00,Midnight,Friday,2,Connaught Place PS,Lajpat Nagar Central Market,28.5677,77.2435,Road,0,Cybercrime,Cyber,57,Male,Government Employee,Yes,No,None,No,None,No,Under Investigation,0,2021-02-06,,
2021_FIR1033,2021,2021-12-15,15:00,Afternoon,Wednesday,12,Rohini PS,Lajpat Nagar Central Market,28.5677,77.2435,Road,0,Snatching,Property,76,Female,Retired,Yes,No,None,No,None,No,Open,0,2021-12-15,,
2021_FIR1034,2021,2021-11-19,10:00,Morning,Friday,11,Dwarka PS,Dwarka Sector 12 Road,28.5921,77.046,Road,1,Cybercrime,Cyber,48,Male,IT Professional,No,No,None,No,None,No,Under Investigation,0,2021-11-20,,
2021_FIR1035,2021,2021-12-09,22:00,Night,Thursday,12,Connaught Place PS,Saket Mall Road,28.5245,77.2066,Market,0,Burglary,Property,75,Female,Retired,Yes,No,None,No,None,No,Open,0,2021-12-09,,
2021_FIR1036,2021,2021-09-27,11:00,Morning,Monday,9,Chandni Chowk PS,Karol Bagh Main Road,28.6519,77.1909,Residential,1,Kidnapping,Violent,30,Female,Driver,Yes,No,None,No,None,Yes,Closed,1,2021-09-27,2021-12-08,72
2021_FIR1037,2021,2021-01-20,6:00,Morning,Wednesday,1,Chandni Chowk PS,Connaught Place Inner Circle,28.6315,77.2167,Metro Station,0,Kidnapping,Violent,59,Male,IT Professional,No,No,None,No,None,Yes,Closed,1,2021-01-20,2021-03-20,59
2021_FIR1038,2021,2021-06-03,19:00,Dusk,Thursday,6,Karol Bagh PS,Chandni Chowk Lane 4,28.6562,77.23,Metro Station,1,Kidnapping,Violent,29,Male,Daily Wage Worker,Yes,No,None,No,None,No,Under Investigation,0,2021-06-04,,
2021_FIR1039,2021,2021-04-28,5:00,Morning,Wednesday,4,Lajpat Nagar PS,Connaught Place Inner Circle,28.6315,77.2167,Road,1,Burglary,Property,44,Female,IT Professional,No,No,None,No,None,No,Under Investigation,0,2021-04-28,,
2021_FIR1040,2021,2021-04-05,2:00,Midnight,Monday,4,Chandni Chowk PS,Saket Mall Road,28.5245,77.2066,Metro Station,1,Cybercrime,Cyber,63,Female,Retired,No,No,None,No,None,No,Open,0,2021-04-06,,
2021_FIR1041,2021,2021-11-11,19:00,Dusk,Thursday,11,Rohini PS,Lajpat Nagar Central Market,28.5677,77.2435,Road,0,Assault,Violent,19,Female,Unemployed,No,No,None,No,None,No,Open,0,2021-11-12,,
2021_FIR1042,2021,2021-07-05,20:00,Dusk,Monday,7,Rohini PS,Chandni Chowk Lane 4,28.6562,77.23,Market,0,Robbery,Property,25,Female,Shopkeeper,No,No,None,No,None,No,Open,0,2021-07-05,,
2021_FIR1043,2021,2021-11-09,3:00,Midnight,Tuesday,11,Lajpat Nagar PS,Chandni Chowk Lane 4,28.6562,77.23,Road,1,Snatching,Property,55,Female,Daily Wage Worker,Yes,No,None,No,None,No,Under Investigation,0,2021-11-10,,
2021_FIR1044,2021,2021-08-01,6:00,Morning,Sunday,8,Chandni Chowk PS,Lajpat Nagar Central Market,28.5677,77.2435,Market,1,Snatching,Property,59,Female,Daily Wage Worker,No,No,None,No,None,No,Open,0,2021-08-01,,
2021_FIR1045,2021,2021-08-27,17:00,Evening,Friday,8,Karol Bagh PS,Lajpat Nagar Central Market,28.5677,77.2435,Market,1,Assault,Violent,57,Male,Shopkeeper,Yes,No,None,No,None,No,Open,0,2021-08-27,,
2021_FIR1046,2021,2021-07-11,11:00,Morning,Sunday,7,Chandni Chowk PS,Dwarka Sector 12 Road,28.5921,77.046,Market,0,Robbery,Property,12,Female,Student,No,No,None,No,None,No,Open,0,2021-07-11,,
2021_FIR1047,2021,2021-10-01,19:00,Dusk,Friday,10,Lajpat Nagar PS,Chandni Chowk Lane 4,28.6562,77.23,Road,0,Robbery,Property,53,Male,Business Owner,No,No,None,No,None,No,Under Investigation,0,2021-10-02,,
2021_FIR1048,2021,2021-01-14,1:00,Midnight,Thursday,1,Karol Bagh PS,Rohini Sector 7 Street,28.7324,77.1194,Metro Station,0,Snatching,Property,8,Female,Student,No,No,None,No,None,Yes,Closed,1,2021-01-16,2021-02-27,42
2021_FIR1049,2021,2021-01-06,9:00,Morning,Wednesday,1,Chandni Chowk PS,Karol Bagh Main Road,28.6519,77.1909,Road,0,Theft,Property,31,Male,Driver,No,No,None,No,None,Yes,Closed,1,2021-01-06,2021-03-14,67
2021_FIR1050,2021,2021-11-07,17:00,Evening,Sunday,11,Chandni Chowk PS,Lajpat Nagar Central Market,28.5677,77.2435,Market,1,Cybercrime,Cyber,54,Female,Daily Wage Worker,No,No,None,No,None,No,Under Investigation,0,2021-11-07,,
2021_FIR1051,2021,2021-05-15,5:00,Morning,Saturday,5,Lajpat Nagar PS,Rohini Sector 7 Street,28.7324,77.1194,Metro Station,1,Cybercrime,Cyber,5,Male,Student,Yes,No,None,No,None,No,Open,0,2021-05-17,,
2021_FIR1052,2021,2021-10-16,18:00,Evening,Saturday,10,Lajpat Nagar PS,Dwarka Sector 12 Road,28.5921,77.046,Residential,1,Snatching,Property,10,Male,Student,Yes,No,None,No,None,No,Open,0,2021-10-17,,
2021_FIR1053,2021,2021-08-04,15:00,Afternoon,Wednesday,8,Saket PS,Lajpat Nagar Central Market,28.5677,77.2435,Metro Station,1,Burglary,Property,51,Male,IT Professional,No,No,None,No,None,Yes,Closed,1,2021-08-06,2021-10-12,67
2021_FIR1054,2021,2021-09-19,21:00,Night,Sunday,9,Dwarka PS,Lajpat Nagar Central Market,28.5677,77.2435,Road,0,Snatching,Property,42,Female,Government Employee,Yes,No,None,No,None,No,Under Investigation,0,2021-09-19,,
2021_FIR1055,2021,2021-02-24,9:00,Morning,Wednesday,2,Dwarka PS,Rohini Sector 7 Street,28.7324,77.1194,Road,1,Assault,Violent,57,Female,Daily Wage Worker,No,No,None,No,None,No,Open,0,2021-02-24,,
2021_FIR1056,2021,2021-01-30,15:00,Afternoon,Saturday,1,Dwarka PS,Lajpat Nagar Central Market,28.5677,77.2435,Market,0,Burglary,Property,20,Female,Student,No,No,None,No,None,No,Under Investigation,0,2021-01-30,,
2021_FIR1057,2021,2021-08-04,12:00,Afternoon,Wednesday,8,Karol Bagh PS,Lajpat Nagar Central Market,28.5677,77.2435,Metro Station,1,Robbery,Property,50,Male,Private Employee,Yes,No,None,No,None,Yes,Closed,1,2021-08-06,2021-10-27,82
2021_FIR1058,2021,2021-03-06,6:00,Morning,Saturday,3,Chandni Chowk PS,Dwarka Sector 12 Road,28.5921,77.046,Market,1,Kidnapping,Violent,36,Male,Shopkeeper,Yes,No,None,No,None,Yes,Closed,1,2021-03-07,2021-04-24,48
2021_FIR1059,2021,2021-12-24,6:00,Morning,Friday,12,Lajpat Nagar PS,Dwarka Sector 12 Road,28.5921,77.046,Metro Station,0,Theft,Property,62,Female,Retired,Yes,No,None,No,None,No,Open,0,2021-12-24,,
2021_FIR1060,2021,2021-09-19,17:00,Evening,Sunday,9,Saket PS,Dwarka Sector 12 Road,28.5921,77.046,Market,0,Robbery,Property,43,Female,IT Professional,Yes,No,None,No,None,No,Under Investigation,0,2021-09-20,,
2021_FIR1061,2021,2021-09-02,17:00,Evening,Thursday,9,Chandni Chowk PS,Dwarka Sector 12 Road,28.5921,77.046,Market,1,Snatching,Property,73,Female,Retired,Yes,No,None,No,None,No,Open,0,2021-09-02,,
2021_FIR1062,2021,2021-07-10,11:00,Morning,Saturday,7,Lajpat Nagar PS,Karol Bagh Main Road,28.6519,77.1909,Market,1,Snatching,Property,48,Female,Driver,Yes,No,None,No,None,No,Open,0,2021-07-12,,
2021_FIR1063,2021,2021-02-10,12:00,Afternoon,Wednesday,2,Lajpat Nagar PS,Lajpat Nagar Central Market,28.5677,77.2435,Residential,1,Burglary,Property,57,Male,Government Employee,No,No,None,No,None,No,Open,0,2021-02-11,,
2021_FIR1064,2021,2021-07-16,6:00,Morning,Friday,7,Chandni Chowk PS,Saket Mall Road,28.5245,77.2066,Residential,0,Robbery,Property,38,Male,Driver,Yes,No,None,No,None,Yes,Closed,1,2021-07-16,2021-09-13,59
2021_FIR1065,2021,2021-09-22,4:00,Midnight,Wednesday,9,Connaught Place PS,Dwarka Sector 12 Road,28.5921,77.046,Metro Station,1,Theft,Property,6,Female,Student,Yes,No,None,No,None,No,Open,0,2021-09-22,,
2021_FIR1066,2021,2021-09-19,16:00,Evening,Sunday,9,Lajpat Nagar PS,Saket Mall Road,28.5245,77.2066,Residential,1,Robbery,Property,41,Female,Driver,No,No,None,No,None,No,Under Investigation,0,2021-09-19,,
2021_FIR1067,2021,2021-09-16,3:00,Midnight,Thursday,9,Dwarka PS,Saket Mall Road,28.5245,77.2066,Market,0,Cybercrime,Cyber,44,Female,Private Employee,No,No,None,No,None,No,Under Investigation,0,2021-09-16,,
2021_FIR1068,2021,2021-05-26,19:00,Dusk,Wednesday,5,Karol Bagh PS,Karol Bagh Main Road,28.6519,77.1909,Road,1,Snatching,Property,13,Male,Student,Yes,No,None,No,None,No,Under Investigation,0,2021-05-28,,
2021_FIR1069,2021,2021-10-28,23:00,Night,Thursday,10,Rohini PS,Karol Bagh Main Road,28.6519,77.1909,Metro Station,0,Cybercrime,Cyber,69,Male,Retired,Yes,No,None,No,None,Yes,Closed,1,2021-10-28,2021-12-22,55
2021_FIR1070,2021,2021-01-12,21:00,Night,Tuesday,1,Lajpat Nagar PS,Saket Mall Road,28.5245,77.2066,Residential,1,Kidnapping,Violent,12,Female,Student,Yes,No,None,No,None,No,Under Investigation,0,2021-01-12,,
2021_FIR1071,2021,2021-08-21,18:00,Evening,Saturday,8,Saket PS,Chandni Chowk Lane 4,28.6562,77.23,Market,0,Burglary,Property,40,Male,Shopkeeper,Yes,No,None,No,None,No,Under Investigation,0,2021-08-23,,
2021_FIR1072,2021,2021-12-07,7:00,Morning,Tuesday,12,Lajpat Nagar PS,Saket Mall Road,28.5245,77.2066,Road,1,Cybercrime,Cyber,13,Female,Student,Yes,No,None,No,None,No,Under Investigation,0,2021-12-09,,
2021_FIR1073,2021,2021-01-20,2:00,Midnight,Wednesday,1,Chandni Chowk PS,Chandni Chowk Lane 4,28.6562,77.23,Market,1,Snatching,Property,32,Female,Business Owner,No,No,None,No,None,Yes,Closed,1,2021-01-20,2021-03-11,50
2021_FIR1074,2021,2021-05-22,10:00,Morning,Saturday,5,Saket PS,Connaught Place Inner Circle,28.6315,77.2167,Residential,0,Burglary,Property,7,Female,Student,Yes,No,None,No,None,Yes,Closed,1,2021-05-23,2021-07-01,39
2021_FIR1075,2021,2021-10-07,16:00,Evening,Thursday,10,Dwarka PS,Lajpat Nagar Central Market,28.5677,77.2435,Residential,0,Snatching,Property,68,Female,Retired,No,No,None,No,None,No,Under Investigation,0,2021-10-08,,
2021_FIR1076,2021,2021-10-20,0:00,Midnight,Wednesday,10,Connaught Place PS,Lajpat Nagar Central Market,28.5677,77.2435,Road,0,Robbery,Property,24,Female,Daily Wage Worker,No,No,None,No,None,Yes,Closed,1,2021-10-21,2021-12-20,60
2021_FIR1077,2021,2021-05-06,4:00,Midnight,Thursday,5,Lajpat Nagar PS,Dwarka Sector 12 Road,28.5921,77.046,Residential,1,Kidnapping,Violent,21,Male,Unemployed,No,No,None,No,None,No,Under Investigation,0,2021-05-06,,
2021_FIR1078,2021,2021-12-06,2:00,Midnight,Monday,12,Karol Bagh PS,Lajpat Nagar Central Market,28.5677,77.2435,Metro Station,0,Burglary,Property,56,Male,Driver,No,No,None,No,None,Yes,Closed,1,2021-12-07,2021-12-20,13
2021_FIR1079,2021,2021-08-31,4:00,Midnight,Tuesday,8,Saket PS,Rohini Sector 7 Street,28.7324,77.1194,Road,0,Assault,Violent,70,Male,Retired,No,No,None,No,None,Yes,Closed,1,2021-09-02,2021-10-25,53
2021_FIR1080,2021,2021-04-06,21:00,Night,Tuesday,4,Dwarka PS,Connaught Place Inner Circle,28.6315,77.2167,Market,1,Burglary,Property,51,Male,IT Professional,No,No,None,No,None,No,Open,0,2021-04-06,,
2021_FIR1081,2021,2021-01-13,8:00,Morning,Wednesday,1,Saket PS,Connaught Place Inner Circle,28.6315,77.2167,Metro Station,1,Theft,Property,26,Female,Daily Wage Worker,Yes,No,None,No,None,Yes,Closed,1,2021-01-15,2021-04-13,88
2021_FIR1082,2021,2021-02-23,9:00,Morning,Tuesday,2,Dwarka PS,Dwarka Sector 12 Road,28.5921,77.046,Metro Station,0,Burglary,Property,35,Female,IT Professional,Yes,No,None,No,None,No,Under Investigation,0,2021-02-24,,
2021_FIR1083,2021,2021-07-23,23:00,Night,Friday,7,Lajpat Nagar PS,Saket Mall Road,28.5245,77.2066,Residential,1,Assault,Violent,21,Male,Unemployed,No,No,None,No,None,Yes,Closed,1,2021-07-25,2021-08-25,31
2021_FIR1084,2021,2021-09-04,8:00,Morning,Saturday,9,Lajpat Nagar PS,Saket Mall Road,28.5245,77.2066,Road,0,Cybercrime,Cyber,61,Male,Retired,No,No,None,No,None,No,Open,0,2021-09-04,,
2021_FIR1085,2021,2021-11-09,15:00,Afternoon,Tuesday,11,Chandni Chowk PS,Dwarka Sector 12 Road,28.5921,77.046,Road,1,Kidnapping,Violent,80,Male,Retired,Yes,No,None,No,None,No,Open,0,2021-11-11,,
2021_FIR1086,2021,2021-06-20,13:00,Afternoon,Sunday,6,Lajpat Nagar PS,Karol Bagh Main Road,28.6519,77.1909,Metro Station,1,Assault,Violent,33,Female,Business Owner,Yes,No,None,No,None,Yes,Closed,1,2021-06-22,2021-09-08,78
